Altium Designer Pick and Place Locations
C:\Users\vvosahlo\cernbox\Documents\altium\fastic-readout-hw-v2.0\Project Outputs for fastic-readout\Pick Place for fastic-readout_PANEL(fastic-readout).csv

========================================================================================================================
File Design Information:

Date:       28/11/24
Time:       10:37
Revision:   Not in VersionControl
Variant:    fastic-readout
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C68_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","112.1000","53.9550","270","Non-polarised capacitor"
"C68_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","112.1000","123.9550","270","Non-polarised capacitor"
"C68_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","58.5000","26.0450","90","Non-polarised capacitor"
"C68_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","58.5000","96.0450","90","Non-polarised capacitor"
"C68_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","128.5000","26.0450","90","Non-polarised capacitor"
"C68_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","128.5000","96.0450","90","Non-polarised capacitor"
"C69_FASTIC1","10nF","TopLayer","CAPC1005X55N","55.6100","47.9000","0","Non-polarised capacitor"
"C69_FASTIC1","10nF","TopLayer","CAPC1005X55N","55.6100","117.9000","0","Non-polarised capacitor"
"C69_FASTIC1","10nF","TopLayer","CAPC1005X55N","125.6100","47.9000","0","Non-polarised capacitor"
"C69_FASTIC1","10nF","TopLayer","CAPC1005X55N","125.6100","117.9000","0","Non-polarised capacitor"
"C69_FASTIC2","10nF","TopLayer","CAPC1005X55N","44.9900","32.1000","180","Non-polarised capacitor"
"C69_FASTIC2","10nF","TopLayer","CAPC1005X55N","44.9900","102.1000","180","Non-polarised capacitor"
"C69_FASTIC2","10nF","TopLayer","CAPC1005X55N","114.9900","32.1000","180","Non-polarised capacitor"
"C69_FASTIC2","10nF","TopLayer","CAPC1005X55N","114.9900","102.1000","180","Non-polarised capacitor"
"C70_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","58.5300","180","Non-polarised capacitor"
"C70_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","128.5300","180","Non-polarised capacitor"
"C70_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","58.5300","180","Non-polarised capacitor"
"C70_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","128.5300","180","Non-polarised capacitor"
"C70_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.3000","21.4700","0","Non-polarised capacitor"
"C70_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.3000","91.4700","0","Non-polarised capacitor"
"C70_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.3000","21.4700","0","Non-polarised capacitor"
"C70_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.3000","91.4700","0","Non-polarised capacitor"
"C71_FASTIC1","100nF","TopLayer","CAPC1005X55N","53.2400","60.5500","180","Non-polarised capacitor"
"C71_FASTIC1","100nF","TopLayer","CAPC1005X55N","53.2400","130.5500","180","Non-polarised capacitor"
"C71_FASTIC1","100nF","TopLayer","CAPC1005X55N","123.2400","60.5500","180","Non-polarised capacitor"
"C71_FASTIC1","100nF","TopLayer","CAPC1005X55N","123.2400","130.5500","180","Non-polarised capacitor"
"C71_FASTIC2","100nF","TopLayer","CAPC1005X55N","47.3600","19.4500","0","Non-polarised capacitor"
"C71_FASTIC2","100nF","TopLayer","CAPC1005X55N","47.3600","89.4500","0","Non-polarised capacitor"
"C71_FASTIC2","100nF","TopLayer","CAPC1005X55N","117.3600","19.4500","0","Non-polarised capacitor"
"C71_FASTIC2","100nF","TopLayer","CAPC1005X55N","117.3600","89.4500","0","Non-polarised capacitor"
"C72_FASTIC1","100nF","TopLayer","CAPC1005X55N","50.9600","60.5300","0","Non-polarised capacitor"
"C72_FASTIC1","100nF","TopLayer","CAPC1005X55N","50.9600","130.5300","0","Non-polarised capacitor"
"C72_FASTIC1","100nF","TopLayer","CAPC1005X55N","120.9600","60.5300","0","Non-polarised capacitor"
"C72_FASTIC1","100nF","TopLayer","CAPC1005X55N","120.9600","130.5300","0","Non-polarised capacitor"
"C72_FASTIC2","100nF","TopLayer","CAPC1005X55N","49.6400","19.4500","180","Non-polarised capacitor"
"C72_FASTIC2","100nF","TopLayer","CAPC1005X55N","49.6400","89.4500","180","Non-polarised capacitor"
"C72_FASTIC2","100nF","TopLayer","CAPC1005X55N","119.6400","19.4500","180","Non-polarised capacitor"
"C72_FASTIC2","100nF","TopLayer","CAPC1005X55N","119.6400","89.4500","180","Non-polarised capacitor"
"C73_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","53.9000","0","Non-polarised capacitor"
"C73_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","123.9000","0","Non-polarised capacitor"
"C73_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","53.9000","0","Non-polarised capacitor"
"C73_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","123.9000","0","Non-polarised capacitor"
"C73_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","26.1000","180","Non-polarised capacitor"
"C73_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","96.1000","180","Non-polarised capacitor"
"C73_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","26.1000","180","Non-polarised capacitor"
"C73_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","96.1000","180","Non-polarised capacitor"
"C74_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","42.1000","57.3550","90","Non-polarised capacitor"
"C74_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","42.1000","127.3550","90","Non-polarised capacitor"
"C74_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","112.1000","57.3550","90","Non-polarised capacitor"
"C74_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","112.1000","127.3550","90","Non-polarised capacitor"
"C74_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","58.5000","22.6450","270","Non-polarised capacitor"
"C74_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","58.5000","92.6450","270","Non-polarised capacitor"
"C74_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","128.5000","22.6450","270","Non-polarised capacitor"
"C74_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","128.5000","92.6450","270","Non-polarised capacitor"
"C77_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","57.6100","180","Non-polarised capacitor"
"C77_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","127.6100","180","Non-polarised capacitor"
"C77_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","57.6100","180","Non-polarised capacitor"
"C77_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","127.6100","180","Non-polarised capacitor"
"C77_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.3000","22.3900","0","Non-polarised capacitor"
"C77_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.3000","92.3900","0","Non-polarised capacitor"
"C77_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.3000","22.3900","0","Non-polarised capacitor"
"C77_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.3000","92.3900","0","Non-polarised capacitor"
"C78_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","56.4000","180","Non-polarised capacitor"
"C78_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","126.4000","180","Non-polarised capacitor"
"C78_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","56.4000","180","Non-polarised capacitor"
"C78_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","126.4000","180","Non-polarised capacitor"
"C78_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.3000","23.5900","0","Non-polarised capacitor"
"C78_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.3000","93.5900","0","Non-polarised capacitor"
"C78_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.3000","23.5900","0","Non-polarised capacitor"
"C78_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.3000","93.5900","0","Non-polarised capacitor"
"C79_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","52.1000","62.2000","180","Non-polarised capacitor"
"C79_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","52.1000","132.2000","180","Non-polarised capacitor"
"C79_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","122.1000","62.2000","180","Non-polarised capacitor"
"C79_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","122.1000","132.2000","180","Non-polarised capacitor"
"C79_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","48.5000","17.8000","0","Non-polarised capacitor"
"C79_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","48.5000","87.8000","0","Non-polarised capacitor"
"C79_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","118.5000","17.8000","0","Non-polarised capacitor"
"C79_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","118.5000","87.8000","0","Non-polarised capacitor"
"C80_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","56.3900","0","Non-polarised capacitor"
"C80_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","126.3900","0","Non-polarised capacitor"
"C80_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","56.3900","0","Non-polarised capacitor"
"C80_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","126.3900","0","Non-polarised capacitor"
"C80_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","23.6100","180","Non-polarised capacitor"
"C80_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","93.6100","180","Non-polarised capacitor"
"C80_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","23.6100","180","Non-polarised capacitor"
"C80_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","93.6100","180","Non-polarised capacitor"
"C81_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","57.6100","0","Non-polarised capacitor"
"C81_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","127.6100","0","Non-polarised capacitor"
"C81_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","57.6100","0","Non-polarised capacitor"
"C81_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","127.6100","0","Non-polarised capacitor"
"C81_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","22.3900","180","Non-polarised capacitor"
"C81_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","92.3900","180","Non-polarised capacitor"
"C81_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","22.3900","180","Non-polarised capacitor"
"C81_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","92.3900","180","Non-polarised capacitor"
"C82_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","57.7850","60.4400","0","Non-polarised capacitor"
"C82_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","57.7850","130.4400","0","Non-polarised capacitor"
"C82_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","127.7850","60.4400","0","Non-polarised capacitor"
"C82_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","127.7850","130.4400","0","Non-polarised capacitor"
"C82_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","42.8150","19.5600","180","Non-polarised capacitor"
"C82_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","42.8150","89.5600","180","Non-polarised capacitor"
"C82_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","112.8150","19.5600","180","Non-polarised capacitor"
"C82_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","112.8150","89.5600","180","Non-polarised capacitor"
"C83_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","51.6600","180","Non-polarised capacitor"
"C83_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","121.6600","180","Non-polarised capacitor"
"C83_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","51.6600","180","Non-polarised capacitor"
"C83_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","121.6600","180","Non-polarised capacitor"
"C83_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.3000","28.3400","0","Non-polarised capacitor"
"C83_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.3000","98.3400","0","Non-polarised capacitor"
"C83_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.3000","28.3400","0","Non-polarised capacitor"
"C83_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.3000","98.3400","0","Non-polarised capacitor"
"C84_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","50.7400","0","Non-polarised capacitor"
"C84_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","120.7400","0","Non-polarised capacitor"
"C84_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","50.7400","0","Non-polarised capacitor"
"C84_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","120.7400","0","Non-polarised capacitor"
"C84_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","29.2600","180","Non-polarised capacitor"
"C84_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","99.2600","180","Non-polarised capacitor"
"C84_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","29.2600","180","Non-polarised capacitor"
"C84_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","99.2600","180","Non-polarised capacitor"
"C85_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","58.5600","47.5150","270","Non-polarised capacitor"
"C85_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","58.5600","117.5150","270","Non-polarised capacitor"
"C85_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","128.5600","47.5150","270","Non-polarised capacitor"
"C85_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","128.5600","117.5150","270","Non-polarised capacitor"
"C85_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","42.0400","32.4850","90","Non-polarised capacitor"
"C85_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","42.0400","102.4850","90","Non-polarised capacitor"
"C85_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","112.0400","32.4850","90","Non-polarised capacitor"
"C85_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","112.0400","102.4850","90","Non-polarised capacitor"
"C147_FASTIC1","10nF","TopLayer","CAPC1005X55N","58.3000","51.6600","0","Non-polarised capacitor"
"C147_FASTIC1","10nF","TopLayer","CAPC1005X55N","58.3000","121.6600","0","Non-polarised capacitor"
"C147_FASTIC1","10nF","TopLayer","CAPC1005X55N","128.3000","51.6600","0","Non-polarised capacitor"
"C147_FASTIC1","10nF","TopLayer","CAPC1005X55N","128.3000","121.6600","0","Non-polarised capacitor"
"C147_FASTIC2","10nF","TopLayer","CAPC1005X55N","42.3000","28.3400","180","Non-polarised capacitor"
"C147_FASTIC2","10nF","TopLayer","CAPC1005X55N","42.3000","98.3400","180","Non-polarised capacitor"
"C147_FASTIC2","10nF","TopLayer","CAPC1005X55N","112.3000","28.3400","180","Non-polarised capacitor"
"C147_FASTIC2","10nF","TopLayer","CAPC1005X55N","112.3000","98.3400","180","Non-polarised capacitor"
"C148_FASTIC1","10nF","TopLayer","CAPC1005X55N","44.3000","50.7400","180","Non-polarised capacitor"
"C148_FASTIC1","10nF","TopLayer","CAPC1005X55N","44.3000","120.7400","180","Non-polarised capacitor"
"C148_FASTIC1","10nF","TopLayer","CAPC1005X55N","114.3000","50.7400","180","Non-polarised capacitor"
"C148_FASTIC1","10nF","TopLayer","CAPC1005X55N","114.3000","120.7400","180","Non-polarised capacitor"
"C148_FASTIC2","10nF","TopLayer","CAPC1005X55N","56.3000","29.2600","0","Non-polarised capacitor"
"C148_FASTIC2","10nF","TopLayer","CAPC1005X55N","56.3000","99.2600","0","Non-polarised capacitor"
"C148_FASTIC2","10nF","TopLayer","CAPC1005X55N","126.3000","29.2600","0","Non-polarised capacitor"
"C148_FASTIC2","10nF","TopLayer","CAPC1005X55N","126.3000","99.2600","0","Non-polarised capacitor"
"D1","BAV99","BottomLayer","SOT95P240X110-3N","60.0000","48.8500","0","Serial Diode"
"D1","BAV99","BottomLayer","SOT95P240X110-3N","60.0000","118.8500","0","Serial Diode"
"D1","BAV99","BottomLayer","SOT95P240X110-3N","130.0000","48.8500","0","Serial Diode"
"D1","BAV99","BottomLayer","SOT95P240X110-3N","130.0000","118.8500","0","Serial Diode"
"D2","PESD1V2","BottomLayer","SOD962-2","62.3000","49.0500","270",""
"D2","PESD1V2","BottomLayer","SOD962-2","62.3000","119.0500","270",""
"D2","PESD1V2","BottomLayer","SOD962-2","132.3000","49.0500","270",""
"D2","PESD1V2","BottomLayer","SOD962-2","132.3000","119.0500","270",""
"D3","BAV99","BottomLayer","SOT95P240X110-3N","60.0000","61.1500","0","Serial Diode"
"D3","BAV99","BottomLayer","SOT95P240X110-3N","60.0000","131.1500","0","Serial Diode"
"D3","BAV99","BottomLayer","SOT95P240X110-3N","130.0000","61.1500","0","Serial Diode"
"D3","BAV99","BottomLayer","SOT95P240X110-3N","130.0000","131.1500","0","Serial Diode"
"D4","PESD1V2","BottomLayer","SOD962-2","62.3000","61.3500","270",""
"D4","PESD1V2","BottomLayer","SOD962-2","62.3000","131.3500","270",""
"D4","PESD1V2","BottomLayer","SOD962-2","132.3000","61.3500","270",""
"D4","PESD1V2","BottomLayer","SOD962-2","132.3000","131.3500","270",""
"D5","D3V3F4U6S","TopLayer","SOT65P220X110-6N","27.6000","40.0000","270","Integrated Quad Ultra-Low Capacitance ESD Protection"
"D5","D3V3F4U6S","TopLayer","SOT65P220X110-6N","27.6000","110.0000","270","Integrated Quad Ultra-Low Capacitance ESD Protection"
"D5","D3V3F4U6S","TopLayer","SOT65P220X110-6N","97.6000","40.0000","270","Integrated Quad Ultra-Low Capacitance ESD Protection"
"D5","D3V3F4U6S","TopLayer","SOT65P220X110-6N","97.6000","110.0000","270","Integrated Quad Ultra-Low Capacitance ESD Protection"
"D6","BAV99","BottomLayer","SOT95P240X110-3N","60.0000","18.8500","0","Serial Diode"
"D6","BAV99","BottomLayer","SOT95P240X110-3N","60.0000","88.8500","0","Serial Diode"
"D6","BAV99","BottomLayer","SOT95P240X110-3N","130.0000","18.8500","0","Serial Diode"
"D6","BAV99","BottomLayer","SOT95P240X110-3N","130.0000","88.8500","0","Serial Diode"
"D7","PESD1V2","BottomLayer","SOD962-2","62.3000","19.0500","270",""
"D7","PESD1V2","BottomLayer","SOD962-2","62.3000","89.0500","270",""
"D7","PESD1V2","BottomLayer","SOD962-2","132.3000","19.0500","270",""
"D7","PESD1V2","BottomLayer","SOD962-2","132.3000","89.0500","270",""
"D8","BAV99","BottomLayer","SOT95P240X110-3N","60.0000","31.1500","0","Serial Diode"
"D8","BAV99","BottomLayer","SOT95P240X110-3N","60.0000","101.1500","0","Serial Diode"
"D8","BAV99","BottomLayer","SOT95P240X110-3N","130.0000","31.1500","0","Serial Diode"
"D8","BAV99","BottomLayer","SOT95P240X110-3N","130.0000","101.1500","0","Serial Diode"
"D9","PESD1V2","BottomLayer","SOD962-2","62.3000","31.3500","270",""
"D9","PESD1V2","BottomLayer","SOD962-2","62.3000","101.3500","270",""
"D9","PESD1V2","BottomLayer","SOD962-2","132.3000","31.3500","270",""
"D9","PESD1V2","BottomLayer","SOD962-2","132.3000","101.3500","270",""
"D10","PESD5V0S1UA","TopLayer","SOD2512X110N","13.5000","33.9801","180","Transient Voltage Suppressor Diode (Uni-Directional)"
"D10","PESD5V0S1UA","TopLayer","SOD2512X110N","13.5000","103.9801","180","Transient Voltage Suppressor Diode (Uni-Directional)"
"D10","PESD5V0S1UA","TopLayer","SOD2512X110N","83.5000","33.9801","180","Transient Voltage Suppressor Diode (Uni-Directional)"
"D10","PESD5V0S1UA","TopLayer","SOD2512X110N","83.5000","103.9801","180","Transient Voltage Suppressor Diode (Uni-Directional)"
"D11","D3V3F4U6S","TopLayer","SOT65P220X110-6N","19.5000","40.0000","90","Integrated Quad Ultra-Low Capacitance ESD Protection"
"D11","D3V3F4U6S","TopLayer","SOT65P220X110-6N","19.5000","110.0000","90","Integrated Quad Ultra-Low Capacitance ESD Protection"
"D11","D3V3F4U6S","TopLayer","SOT65P220X110-6N","89.5000","40.0000","90","Integrated Quad Ultra-Low Capacitance ESD Protection"
"D11","D3V3F4U6S","TopLayer","SOT65P220X110-6N","89.5000","110.0000","90","Integrated Quad Ultra-Low Capacitance ESD Protection"
"D12","PESD5V0S1UA","TopLayer","SOD2512X110N","13.5000","46.0201","180","Transient Voltage Suppressor Diode (Uni-Directional)"
"D12","PESD5V0S1UA","TopLayer","SOD2512X110N","13.5000","116.0201","180","Transient Voltage Suppressor Diode (Uni-Directional)"
"D12","PESD5V0S1UA","TopLayer","SOD2512X110N","83.5000","46.0201","180","Transient Voltage Suppressor Diode (Uni-Directional)"
"D12","PESD5V0S1UA","TopLayer","SOD2512X110N","83.5000","116.0201","180","Transient Voltage Suppressor Diode (Uni-Directional)"
"F1","1.5A","TopLayer","FUSC_BOURNS_SF-0603F","14.8000","48.3000","90","Fuse"
"F1","1.5A","TopLayer","FUSC_BOURNS_SF-0603F","14.8000","118.3000","90","Fuse"
"F1","1.5A","TopLayer","FUSC_BOURNS_SF-0603F","84.8000","48.3000","90","Fuse"
"F1","1.5A","TopLayer","FUSC_BOURNS_SF-0603F","84.8000","118.3000","90","Fuse"
"FTG3","Use only in PCB","TopLayer","FIDUCIAL_TOP_C100-200","63.7000","12.5000","90","Fiducial Target"
"FTG3","Use only in PCB","TopLayer","FIDUCIAL_TOP_C100-200","63.7000","82.5000","90","Fiducial Target"
"FTG3","Use only in PCB","TopLayer","FIDUCIAL_TOP_C100-200","133.7000","12.5000","90","Fiducial Target"
"FTG3","Use only in PCB","TopLayer","FIDUCIAL_TOP_C100-200","133.7000","82.5000","90","Fiducial Target"
"FTG4","Use only in PCB","BottomLayer","FIDUCIAL_TOP_C100-200","63.7000","12.5000","90","Fiducial Target"
"FTG4","Use only in PCB","BottomLayer","FIDUCIAL_TOP_C100-200","63.7000","82.5000","90","Fiducial Target"
"FTG4","Use only in PCB","BottomLayer","FIDUCIAL_TOP_C100-200","133.7000","12.5000","90","Fiducial Target"
"FTG4","Use only in PCB","BottomLayer","FIDUCIAL_TOP_C100-200","133.7000","82.5000","90","Fiducial Target"
"FTG5","Use only in PCB","TopLayer","FIDUCIAL_TOP_C100-200","12.5000","63.7000","90","Fiducial Target"
"FTG5","Use only in PCB","TopLayer","FIDUCIAL_TOP_C100-200","12.5000","133.7000","90","Fiducial Target"
"FTG5","Use only in PCB","TopLayer","FIDUCIAL_TOP_C100-200","82.5000","63.7000","90","Fiducial Target"
"FTG5","Use only in PCB","TopLayer","FIDUCIAL_TOP_C100-200","82.5000","133.7000","90","Fiducial Target"
"FTG6","Use only in PCB","BottomLayer","FIDUCIAL_TOP_C100-200","12.5000","63.7000","90","Fiducial Target"
"FTG6","Use only in PCB","BottomLayer","FIDUCIAL_TOP_C100-200","12.5000","133.7000","90","Fiducial Target"
"FTG6","Use only in PCB","BottomLayer","FIDUCIAL_TOP_C100-200","82.5000","63.7000","90","Fiducial Target"
"FTG6","Use only in PCB","BottomLayer","FIDUCIAL_TOP_C100-200","82.5000","133.7000","90","Fiducial Target"
"H1","Plated Hole","TopLayer","MTG240_400","67.5000","12.5000","0","Single Terminal Socket"
"H1","Plated Hole","TopLayer","MTG240_400","67.5000","82.5000","0","Single Terminal Socket"
"H1","Plated Hole","TopLayer","MTG240_400","137.5000","12.5000","0","Single Terminal Socket"
"H1","Plated Hole","TopLayer","MTG240_400","137.5000","82.5000","0","Single Terminal Socket"
"H2","Plated Hole","TopLayer","MTG240_400","67.5000","67.5000","0","Single Terminal Socket"
"H2","Plated Hole","TopLayer","MTG240_400","67.5000","137.5000","0","Single Terminal Socket"
"H2","Plated Hole","TopLayer","MTG240_400","137.5000","67.5000","0","Single Terminal Socket"
"H2","Plated Hole","TopLayer","MTG240_400","137.5000","137.5000","0","Single Terminal Socket"
"H3","Plated Hole","TopLayer","MTG240_400","12.5000","12.5000","0","Single Terminal Socket"
"H3","Plated Hole","TopLayer","MTG240_400","12.5000","82.5000","0","Single Terminal Socket"
"H3","Plated Hole","TopLayer","MTG240_400","82.5000","12.5000","0","Single Terminal Socket"
"H3","Plated Hole","TopLayer","MTG240_400","82.5000","82.5000","0","Single Terminal Socket"
"H4","Plated Hole","TopLayer","MTG240_400","12.5000","67.5000","0","Single Terminal Socket"
"H4","Plated Hole","TopLayer","MTG240_400","12.5000","137.5000","0","Single Terminal Socket"
"H4","Plated Hole","TopLayer","MTG240_400","82.5000","67.5000","0","Single Terminal Socket"
"H4","Plated Hole","TopLayer","MTG240_400","82.5000","137.5000","0","Single Terminal Socket"
"IC4","TPS74618PQWDRVRQ1","TopLayer","TPS746","15.4500","60.7000","180",""
"IC4","TPS74618PQWDRVRQ1","TopLayer","TPS746","15.4500","130.7000","180",""
"IC4","TPS74618PQWDRVRQ1","TopLayer","TPS746","85.4500","60.7000","180",""
"IC4","TPS74618PQWDRVRQ1","TopLayer","TPS746","85.4500","130.7000","180",""
"IC5","TPS74633PQWDRVRQ1","TopLayer","TPS746","38.7046","19.6000","0",""
"IC5","TPS74633PQWDRVRQ1","TopLayer","TPS746","38.7046","89.6000","0",""
"IC5","TPS74633PQWDRVRQ1","TopLayer","TPS746","108.7046","19.6000","0",""
"IC5","TPS74633PQWDRVRQ1","TopLayer","TPS746","108.7046","89.6000","0",""
"IC6","TPS74612PQWDRVRQ1","TopLayer","TPS746","38.0000","57.3550","180",""
"IC6","TPS74612PQWDRVRQ1","TopLayer","TPS746","38.0000","127.3550","180",""
"IC6","TPS74612PQWDRVRQ1","TopLayer","TPS746","108.0000","57.3550","180",""
"IC6","TPS74612PQWDRVRQ1","TopLayer","TPS746","108.0000","127.3550","180",""
"IC7","TPS74612PQWDRVRQ1","TopLayer","TPS746","38.0000","53.9550","180",""
"IC7","TPS74612PQWDRVRQ1","TopLayer","TPS746","38.0000","123.9550","180",""
"IC7","TPS74612PQWDRVRQ1","TopLayer","TPS746","108.0000","53.9550","180",""
"IC7","TPS74612PQWDRVRQ1","TopLayer","TPS746","108.0000","123.9550","180",""
"IC8","TPS74612PQWDRVRQ1","TopLayer","TPS746","38.0000","50.7400","180",""
"IC8","TPS74612PQWDRVRQ1","TopLayer","TPS746","38.0000","120.7400","180",""
"IC8","TPS74612PQWDRVRQ1","TopLayer","TPS746","108.0000","50.7400","180",""
"IC8","TPS74612PQWDRVRQ1","TopLayer","TPS746","108.0000","120.7400","180",""
"IC9","SI5340B-D-GM","TopLayer","QFN50P700X700X90-45N-S530","24.1400","62.7800","0","Low-Jitter, 4-Output, Any-Frequency, Any-Output Clock Generator"
"IC9","SI5340B-D-GM","TopLayer","QFN50P700X700X90-45N-S530","24.1400","132.7800","0","Low-Jitter, 4-Output, Any-Frequency, Any-Output Clock Generator"
"IC9","SI5340B-D-GM","TopLayer","QFN50P700X700X90-45N-S530","94.1400","62.7800","0","Low-Jitter, 4-Output, Any-Frequency, Any-Output Clock Generator"
"IC9","SI5340B-D-GM","TopLayer","QFN50P700X700X90-45N-S530","94.1400","132.7800","0","Low-Jitter, 4-Output, Any-Frequency, Any-Output Clock Generator"
"IC10","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","67.8173","39.5077","90","Operational Amplifier"
"IC10","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","67.8173","109.5077","90","Operational Amplifier"
"IC10","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","137.8173","39.5077","90","Operational Amplifier"
